Advisory,Impact,CVE,Last Updated,Version
"Cisco IOS XE Software for Cisco 4461 Integrated Services Routers Denial of Service Vulnerability
High
CVE-2020-3414
2020 Sep 24 1.0",High,CVE-2020-3414,2020 Sep 24,1.0
"Cisco IOS XE Software Common Open Policy Service Engine Denial of Service Vulnerability
High
CVE-2020-3526
2020 Sep 24 1.0",High,CVE-2020-3526,2020 Sep 24,1.0
"Cisco IOS XE Software Guest Shell Unauthorized File System Access Vulnerability
Medium
CVE-2020-3503
2020 Sep 24 1.0",Medium,CVE-2020-3503,2020 Sep 24,1.0
"Cisco IOS XE Software IOx Guest Shell USB SSD Namespace Protection Privilege Escalation Vulnerability
Medium
CVE-2020-3396
2020 Sep 24 1.0",Medium,CVE-2020-3396,2020 Sep 24,1.0
"Cisco IOS XE Software IOx Application Hosting Privilege Escalation Vulnerability
Medium
CVE-2020-3393
2020 Sep 24 1.0",Medium,CVE-2020-3393,2020 Sep 24,1.0
"Cisco IOS XE Software Consent Token Bypass Vulnerability
Medium
CVE-2020-3404
2020 Sep 24 1.0",Medium,CVE-2020-3404,2020 Sep 24,1.0
"Cisco IOS XE Software Command Injection Vulnerability
Medium
CVE-2020-3403
2020 Sep 24 1.0",Medium,CVE-2020-3403,2020 Sep 24,1.0
"Cisco IOS XE Software Web Management Framework Vulnerabilities
Medium
CVE-2020-3474
CVE-2020-3475
2020 Sep 24 1.0",Medium,"CVE-2020-3474
CVE-2020-3475",2020 Sep 24,1.0
"Cisco IOS XE Software Arbitrary Code Execution Vulnerability
Medium
CVE-2020-3423
2020 Sep 24 1.0",Medium,CVE-2020-3423,2020 Sep 24,1.0
"Cisco IOS and IOS XE Software MP-BGP EVPN Denial of Service Vulnerability
Medium
CVE-2020-3479
2020 Sep 24 1.0",Medium,CVE-2020-3479,2020 Sep 24,1.0
"Cisco IOS and IOS XE Software Information Disclosure Vulnerability
Medium
CVE-2020-3477
2020 Sep 24 1.0",Medium,CVE-2020-3477,2020 Sep 24,1.0
"Cisco IOS XE Software Arbitrary File Overwrite Vulnerability
Medium
CVE-2020-3476
2020 Sep 24 1.0",Medium,CVE-2020-3476,2020 Sep 24,1.0
"Cisco IOS XE Wireless Controller Software for the Catalyst 9000 Family Improper Access Control Vulnerability
Medium
CVE-2020-3418
2020 Sep 24 1.0",Medium,CVE-2020-3418,2020 Sep 24,1.0
"Cisco Aironet Access Point Authentication Flood Denial of Service Vulnerability
Medium
CVE-2020-3559
2020 Sep 24 1.0",Medium,CVE-2020-3559,2020 Sep 24,1.0
"Cisco IOS XE Software Web UI Improper Input Validation Vulnerability
Medium
CVE-2020-3516
2020 Sep 24 1.0",Medium,CVE-2020-3516,2020 Sep 24,1.0
"Cisco Content Security Management Appliance and Cisco Email Security Appliance Information Disclosure Vulnerability
Medium
CVE-2019-12635
2020 Sep 21 2.1",Medium,CVE-2019-12635,2020 Sep 21,2.1
"Cisco Small Business Smart and Managed Switches Denial of Service Vulnerability
High
CVE-2020-3363
2020 Sep 04 1.1",High,CVE-2020-3363,2020 Sep 04,1.1
"Cisco Jabber for Windows Message Handling Arbitrary Code Execution Vulnerability
Critical
CVE-2020-3495
2020 Sep 02 1.0",Critical,CVE-2020-3495,2020 Sep 02,1.0
"Cisco Enterprise NFV Infrastructure Software File Overwrite Vulnerability
High
CVE-2020-3478
2020 Sep 02 1.0",High,CVE-2020-3478,2020 Sep 02,1.0
"Cisco Jabber for Windows Protocol Handler Command Injection Vulnerability
High
CVE-2020-3430
2020 Sep 02 1.0",High,CVE-2020-3430,2020 Sep 02,1.0
"Cisco IOS XR Authenticated User Privilege Escalation Vulnerability
High
CVE-2020-3530
2020 Sep 02 1.0",High,CVE-2020-3530,2020 Sep 02,1.0
"Cisco IOS XR Software Authenticated User Privilege Escalation Vulnerability
High
CVE-2020-3473
2020 Sep 02 1.0",High,CVE-2020-3473,2020 Sep 02,1.0
"Cisco Webex Training Unauthorized Meeting Join Vulnerability
Medium
CVE-2020-3542
2020 Sep 02 1.0",Medium,CVE-2020-3542,2020 Sep 02,1.0
"Cisco Webex Meetings Client for Windows, Webex Meetings Desktop App, and Webex Teams Information Disclosure Vulnerability
Medium
CVE-2020-3541
2020 Sep 02 1.0",Medium,CVE-2020-3541,2020 Sep 02,1.0
"Cisco Enterprise NFV Infrastructure Software Path Traversal Vulnerability
Medium
CVE-2020-3365
2020 Sep 02 1.0",Medium,CVE-2020-3365,2020 Sep 02,1.0
"Cisco Jabber for Windows Information Disclosure Vulnerability
Medium
CVE-2020-3498
2020 Sep 02 1.0",Medium,CVE-2020-3498,2020 Sep 02,1.0
"Cisco Jabber for Windows Universal Naming Convention Link Handling Vulnerability
Medium
CVE-2020-3537
2020 Sep 02 1.0",Medium,CVE-2020-3537,2020 Sep 02,1.0
"Cisco FXOS Software Buffer Overflow Vulnerability
Medium
CVE-2020-3545
2020 Sep 02 1.0",Medium,CVE-2020-3545,2020 Sep 02,1.0
"Cisco Email Security Appliance Denial of Service Vulnerability
Medium
CVE-2020-3548
2020 Sep 02 1.0",Medium,CVE-2020-3548,2020 Sep 02,1.0
"Cisco Email Security Appliance Information Disclosure Vulnerability
Medium
CVE-2020-3546
2020 Sep 02 1.0",Medium,CVE-2020-3546,2020 Sep 02,1.0
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software Web Services Read-Only Path Traversal Vulnerability
High
CVE-2020-3452
2020 Aug 27 1.5",High,CVE-2020-3452,2020 Aug 27,1.5
"Cisco FXOS and NX-OS Software Cisco Fabric Services Denial of Service Vulnerability
High
CVE-2020-3517
2020 Aug 26 1.1",High,CVE-2020-3517,2020 Aug 26,1.1
"Cisco NX-OS Software Data Management Engine Remote Code Execution Vulnerability
High
CVE-2020-3415
2020 Aug 26 1.1",High,CVE-2020-3415,2020 Aug 26,1.1
"Cisco Nexus 3000 and 9000 Series Switches Privilege Escalation Vulnerability
High
CVE-2020-3394
2020 Aug 26 1.1",High,CVE-2020-3394,2020 Aug 26,1.1
"Cisco NX-OS Software Border Gateway Protocol Multicast VPN Session Denial of Service Vulnerability
High
CVE-2020-3398
2020 Aug 26 1.1",High,CVE-2020-3398,2020 Aug 26,1.1
"Cisco NX-OS Software Border Gateway Protocol Multicast VPN Denial of Service Vulnerability
High
CVE-2020-3397
2020 Aug 26 1.1",High,CVE-2020-3397,2020 Aug 26,1.1
"Cisco NX-OS Software Call Home Command Injection Vulnerability
High
CVE-2020-3454
2020 Aug 26 1.1",High,CVE-2020-3454,2020 Aug 26,1.1
"Cisco NX-OS Software CLI Arbitrary Command Injection Vulnerability
High
CVE-2018-0307
2020 Aug 26 1.2",High,CVE-2018-0307,2020 Aug 26,1.2
"Cisco NX-OS Software CLI Arbitrary Command Execution Vulnerability
High
CVE-2018-0306
2020 Aug 26 1.2",High,CVE-2018-0306,2020 Aug 26,1.2
"Cisco NX-OS Software IPv6 Protocol Independent Multicast Denial of Service Vulnerability
High
CVE-2020-3338
2020 Aug 26 1.1",High,CVE-2020-3338,2020 Aug 26,1.1
"Cisco Integrated Management Controller CSR Generation Command Injection Vulnerability
High
CVE-2019-1896
2020 Aug 26 1.1",High,CVE-2019-1896,2020 Aug 26,1.1
"Cisco UCS Manager Software Local Management CLI Denial of Service Vulnerability
Medium
CVE-2020-3504
2020 Aug 26 1.0",Medium,CVE-2020-3504,2020 Aug 26,1.0
"Multiple Vulnerabilities in Treck IP Stack Affecting Cisco Products: June 2020
Critical
CVE-2020-11896
CVE-2020-11897 ...
2020 Aug 21 1.8",Critical,"CVE-2020-11896
CVE-2020-11897 ...",2020 Aug 21,1.8
"Cisco vWAAS for Cisco ENCS 5400-W Series and CSP 5000-W Series Default Credentials Vulnerability
Critical
CVE-2020-3446
2020 Aug 19 1.0",Critical,CVE-2020-3446,2020 Aug 19,1.0
"Cisco Smart Software Manager On-Prem Privilege Escalation Vulnerability
High
CVE-2020-3443
2020 Aug 19 1.0",High,CVE-2020-3443,2020 Aug 19,1.0
"Cisco Video Surveillance 8000 Series IP Cameras Cisco Discovery Protocol Remote Code Execution and Denial of Service Vulnerabilities
High
CVE-2020-3506
CVE-2020-3507
2020 Aug 19 1.0",High,"CVE-2020-3506
CVE-2020-3507",2020 Aug 19,1.0
"Cisco Vision Dynamic Signage Director Directory Traversal Information Disclosure Vulnerability
Medium
CVE-2020-3484
2020 Aug 19 1.0",Medium,CVE-2020-3484,2020 Aug 19,1.0
"Cisco Small Business Smart and Managed Switches Denial of Service Vulnerability
Medium
CVE-2020-3496
2020 Aug 19 1.0",Medium,CVE-2020-3496,2020 Aug 19,1.0
"Cisco DNA Center Cross-Site Scripting Vulnerabilities
Medium
CVE-2020-3466
2020 Aug 19 1.0",Medium,CVE-2020-3466,2020 Aug 19,1.0
"Cisco Data Center Network Manager Stored Cross-Site Scripting Vulnerability
Medium
CVE-2020-3439
2020 Aug 19 1.0",Medium,CVE-2020-3439,2020 Aug 19,1.0
"Cisco Data Center Network Manager Cross-Site Scripting Vulnerability
Medium
CVE-2020-3518
2020 Aug 19 1.0",Medium,CVE-2020-3518,2020 Aug 19,1.0
"Cisco Data Center Network Manager Cross-Site Scripting Vulnerability
Medium
CVE-2020-3523
2020 Aug 19 1.0",Medium,CVE-2020-3523,2020 Aug 19,1.0
"Cisco Data Center Network Manager Path Traversal Vulnerability
Medium
CVE-2020-3519
2020 Aug 19 1.0",Medium,CVE-2020-3519,2020 Aug 19,1.0
"Cisco Data Center Network Manager Path Traversal Vulnerability
Medium
CVE-2020-3538
2020 Aug 19 1.0",Medium,CVE-2020-3538,2020 Aug 19,1.0
"Cisco Data Center Network Manager Information Disclosure Vulnerability
Medium
CVE-2020-3520
2020 Aug 19 1.0",Medium,CVE-2020-3520,2020 Aug 19,1.0
"Cisco Data Center Network Manager Read File Path Traversal Vulnerability
Medium
CVE-2020-3521
2020 Aug 19 1.0",Medium,CVE-2020-3521,2020 Aug 19,1.0
"Cisco Data Center Network Manager Authorization Bypass Vulnerability
Medium
CVE-2020-3540
2020 Aug 19 1.0",Medium,CVE-2020-3540,2020 Aug 19,1.0
"Cisco Data Center Network Manager Authorization Bypass Vulnerability
Medium
CVE-2020-3539
2020 Aug 19 1.0",Medium,CVE-2020-3539,2020 Aug 19,1.0
"Cisco Data Center Network Manager Authorization Bypass Vulnerability
Medium
CVE-2020-3522
2020 Aug 19 1.0",Medium,CVE-2020-3522,2020 Aug 19,1.0
"Cisco Vision Dynamic Signage Director Stored Cross-Site Scripting Vulnerability
Medium
CVE-2020-3491
2020 Aug 19 1.0",Medium,CVE-2020-3491,2020 Aug 19,1.0
"Cisco Vision Dynamic Signage Director Role-Based Access Control Vulnerability
Medium
CVE-2020-3485
2020 Aug 19 1.0",Medium,CVE-2020-3485,2020 Aug 19,1.0
"Cisco Vision Dynamic Signage Director Path Traversal Vulnerability
Medium
CVE-2020-3490
2020 Aug 19 1.0",Medium,CVE-2020-3490,2020 Aug 19,1.0
"Cisco Connected Mobile Experiences Restricted Shell Escape Vulnerability
Medium
CVE-2020-3151
2020 Aug 19 1.0",Medium,CVE-2020-3151,2020 Aug 19,1.0
"Cisco Connected Mobile Experiences Privilege Escalation Vulnerability
Medium
CVE-2020-3152
2020 Aug 19 1.0",Medium,CVE-2020-3152,2020 Aug 19,1.0
"Cisco Video Surveillance 8000 Series IP Cameras Cisco Discovery Protocol Memory Leak Vulnerability
Medium
CVE-2020-3505
2020 Aug 19 1.0",Medium,CVE-2020-3505,2020 Aug 19,1.0
"Cisco Hyperflex HX-Series Software Weak Storage Vulnerability
Medium
CVE-2020-3389
2020 Aug 19 1.0",Medium,CVE-2020-3389,2020 Aug 19,1.0
"Cisco Webex Meetings Desktop App and Webex Meetings Client URL Filtering Arbitrary Program Execution Vulnerability
High
CVE-2020-3263
2020 Aug 11 1.1",High,CVE-2020-3263,2020 Aug 11,1.1
"Cisco Unified Customer Voice Portal Information Disclosure Vulnerability
Medium
CVE-2020-3402
2020 Aug 11 1.1",Medium,CVE-2020-3402,2020 Aug 11,1.1
"GRUB2 Arbitrary Code Execution Vulnerability
High
CVE-2020-10713
2020 Aug 10 1.1",High,CVE-2020-10713,2020 Aug 10,1.1
"Cisco IOS XR Software Additional Paths Denial of Service Vulnerability
Medium
CVE-2020-3449
2020 Aug 10 1.1",Medium,CVE-2020-3449,2020 Aug 10,1.1
"Cisco DNA Center Information Disclosure Vulnerability
High
CVE-2020-3411
2020 Aug 05 1.0",High,CVE-2020-3411,2020 Aug 05,1.0
"Cisco StarOS IPv6 Denial of Service Vulnerability
High
CVE-2020-3324
2020 Aug 05 1.0",High,CVE-2020-3324,2020 Aug 05,1.0
"Cisco Webex Meetings Scheduled Meeting Template Deletion Vulnerability
Medium
CVE-2020-3413
2020 Aug 05 1.0",Medium,CVE-2020-3413,2020 Aug 05,1.0
"Cisco Webex Meetings Scheduled Meeting Template Creation Vulnerability
Medium
CVE-2020-3412
2020 Aug 05 1.0",Medium,CVE-2020-3412,2020 Aug 05,1.0
"Cisco Webex Meetings Reflected Cross-Site Scripting Vulnerability
Medium
CVE-2020-3463
2020 Aug 05 1.0",Medium,CVE-2020-3463,2020 Aug 05,1.0
"Cisco Webex Meetings User Email Address Information Disclosure Vulnerability
Medium
CVE-2020-3472
2020 Aug 05 1.0",Medium,CVE-2020-3472,2020 Aug 05,1.0
"Cisco Webex Meetings Desktop App Information Disclosure Vulnerabilities
Medium
CVE-2020-3501
CVE-2020-3502
2020 Aug 05 1.0",Medium,"CVE-2020-3501
CVE-2020-3502",2020 Aug 05,1.0
"Cisco UCS Director Stored Cross-Site Scripting Vulnerability
Medium
CVE-2020-3464
2020 Aug 05 1.0",Medium,CVE-2020-3464,2020 Aug 05,1.0
"Cisco Identity Services Engine Password Disclosure Vulnerability
Medium
CVE-2020-3525
2020 Aug 05 1.0",Medium,CVE-2020-3525,2020 Aug 05,1.0
"Cisco Email Security Appliance and Cisco Content Security Management Appliance Information Disclosure Vulnerability
Medium
CVE-2020-3447
2020 Aug 05 1.0",Medium,CVE-2020-3447,2020 Aug 05,1.0
"Cisco Cyber Vision Center Software Access Control Bypass Vulnerability
Medium
CVE-2020-3448
2020 Aug 05 1.0",Medium,CVE-2020-3448,2020 Aug 05,1.0
"Cisco Unified Communications Manager Cross-Site Scripting Vulnerability
Medium
CVE-2020-3346
2020 Aug 05 1.0",Medium,CVE-2020-3346,2020 Aug 05,1.0
"Cisco Unified Communications Products Cross-Site Scripting Vulnerability
Medium
CVE-2020-3532
2020 Aug 05 1.0",Medium,CVE-2020-3532,2020 Aug 05,1.0
"Cisco StarOS IPv6 Denial of Service Vulnerability
Medium
CVE-2020-3500
2020 Aug 05 1.0",Medium,CVE-2020-3500,2020 Aug 05,1.0
"Cisco AnyConnect Secure Mobility Client for Windows Profile Modification Vulnerability
Medium
CVE-2020-3435
2020 Aug 05 1.0",Medium,CVE-2020-3435,2020 Aug 05,1.0
"Cisco AnyConnect Secure Mobility Client for Windows Denial of Service Vulnerability
Medium
CVE-2020-3434
2020 Aug 05 1.0",Medium,CVE-2020-3434,2020 Aug 05,1.0
"Cisco Small Business RV Series Routers Command Injection Vulnerabilities
High
CVE-2020-3274
CVE-2020-3275 ...
2020 Aug 03 1.1",High,"CVE-2020-3274
CVE-2020-3275 ...",2020 Aug 03,1.1
"Cisco Adaptive Security Appliance Software and Firepower Threat Defense Software Trustpoint Configuration Defaults
Informational
2020 Jul 31 1.1",Informational,,2020 Jul 31,1.1
"Cisco SD-WAN Solution Software Buffer Overflow Vulnerability
Critical
CVE-2020-3375
2020 Jul 30 1.2",Critical,CVE-2020-3375,2020 Jul 30,1.2
"Cisco SD-WAN vManage Software Authorization Bypass Vulnerability
Critical
CVE-2020-3374
2020 Jul 29 1.0",Critical,CVE-2020-3374,2020 Jul 29,1.0
"Cisco Data Center Network Manager Authentication Bypass Vulnerability
Critical
CVE-2020-3382
2020 Jul 29 1.0",Critical,CVE-2020-3382,2020 Jul 29,1.0
"Cisco Data Center Network Manager Command Injection Vulnerability
High
CVE-2020-3377
2020 Jul 29 1.0",High,CVE-2020-3377,2020 Jul 29,1.0
"Cisco Data Center Network Manager Command Injection Vulnerability
High
CVE-2020-3384
2020 Jul 29 1.0",High,CVE-2020-3384,2020 Jul 29,1.0
"Cisco Data Center Network Manager Path Traversal Vulnerability
High
CVE-2020-3383
2020 Jul 29 1.0",High,CVE-2020-3383,2020 Jul 29,1.0
"Cisco Data Center Network Manager Improper Authorization Vulnerability
High
CVE-2020-3386
2020 Jul 29 1.0",High,CVE-2020-3386,2020 Jul 29,1.0
"Cisco Data Center Network Manager Authentication Bypass Vulnerability
High
CVE-2020-3376
2020 Jul 29 1.0",High,CVE-2020-3376,2020 Jul 29,1.0
"Cisco Data Center Network Manager Cross-Site Scripting Vulnerability
Medium
CVE-2020-3460
2020 Jul 29 1.0",Medium,CVE-2020-3460,2020 Jul 29,1.0
"Cisco Data Center Network Manager SQL Injection Vulnerability
Medium
CVE-2020-3462
2020 Jul 29 1.0",Medium,CVE-2020-3462,2020 Jul 29,1.0
"Cisco Data Center Network Manager Information Disclosure Vulnerability
Medium
CVE-2020-3461
2020 Jul 29 1.0",Medium,CVE-2020-3461,2020 Jul 29,1.0
"Cisco TelePresence Management Suite Web Services
Informational
CVE-2019-1660
2020 Jul 29 1.1",Informational,CVE-2019-1660,2020 Jul 29,1.1
"Cisco Webex Meetings and Cisco Webex Meetings Server HTML Injection Vulnerability
Medium
CVE-2020-3345
2020 Jul 20 1.1",Medium,CVE-2020-3345,2020 Jul 20,1.1
"Cisco Identity Services Engine Cross-Site Scripting Vulnerability
Medium
CVE-2019-12644
2020 Jul 16 1.2",Medium,CVE-2019-12644,2020 Jul 16,1.2
"Cisco Email Security Appliance Filter Bypass Vulnerability
Medium
CVE-2020-3370
2020 Jul 16 1.1",Medium,CVE-2020-3370,2020 Jul 16,1.1
"Cisco Small Business RV110W Wireless-N VPN Firewall Static Default Credential Vulnerability
Critical
CVE-2020-3330
2020 Jul 15 1.0",Critical,CVE-2020-3330,2020 Jul 15,1.0
"Cisco Small Business RV110W, RV130, RV130W, and RV215W Routers Management Interface Remote Command Execution Vulnerability
Critical
CVE-2020-3323
2020 Jul 15 1.0",Critical,CVE-2020-3323,2020 Jul 15,1.0
"Cisco RV110W, RV130, RV130W, and RV215W Routers Authentication Bypass Vulnerability
Critical
CVE-2020-3144
2020 Jul 15 1.0",Critical,CVE-2020-3144,2020 Jul 15,1.0
"Cisco RV110W and RV215W Series Routers Arbitrary Code Execution Vulnerability
Critical
CVE-2020-3331
2020 Jul 15 1.0",Critical,CVE-2020-3331,2020 Jul 15,1.0
"Cisco Prime License Manager Privilege Escalation Vulnerability
Critical
CVE-2020-3140
2020 Jul 15 1.0",Critical,CVE-2020-3140,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software Directory Traversal Vulnerability
High
CVE-2020-3381
2020 Jul 15 1.0",High,CVE-2020-3381,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software Remote Code Execution Vulnerability
High
CVE-2020-3387
2020 Jul 15 1.0",High,CVE-2020-3387,2020 Jul 15,1.0
"Cisco SD-WAN vEdge Routers Denial of Service Vulnerability
High
CVE-2020-3385
2020 Jul 15 1.0",High,CVE-2020-3385,2020 Jul 15,1.0
"Cisco SD-WAN Solution Software Denial of Service Vulnerability
High
CVE-2020-3351
2020 Jul 15 1.0",High,CVE-2020-3351,2020 Jul 15,1.0
"Cisco SD-WAN Solution Software Static Credentials Vulnerability
High
CVE-2020-3180
2020 Jul 15 1.0",High,CVE-2020-3180,2020 Jul 15,1.0
"Cisco RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers SSL Remote Code Execution and Denial of Service Vulnerability
High
CVE-2020-3357
2020 Jul 15 1.0",High,CVE-2020-3357,2020 Jul 15,1.0
"Cisco RV340, RV340W, RV345, and RV345P Dual WAN Gigabit VPN Routers SSL Denial of Service Vulnerability
High
CVE-2020-3358
2020 Jul 15 1.0",High,CVE-2020-3358,2020 Jul 15,1.0
"Cisco RV110W, RV130, RV130W, and RV215W Routers Management Interface Remote Command Execution Multiple Vulnerabilities
High
CVE-2020-3145
CVE-2020-3146
2020 Jul 15 1.0",High,"CVE-2020-3145
CVE-2020-3146",2020 Jul 15,1.0
"Cisco SD-WAN vEdge Routers Denial of Service Vulnerability
High
CVE-2020-3369
2020 Jul 15 1.0",High,CVE-2020-3369,2020 Jul 15,1.0
"Cisco Small Business RV110W, RV130, RV130W, and RV215W Series Routers Command Shell Injection Vulnerability
High
CVE-2020-3332
2020 Jul 15 1.0",High,CVE-2020-3332,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software Command Injection Vulnerability
High
CVE-2020-3388
2020 Jul 15 1.0",High,CVE-2020-3388,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software SQL Injection Vulnerability
Medium
CVE-2020-3468
2020 Jul 15 1.1",Medium,CVE-2020-3468,2020 Jul 15,1.1
"Cisco SD-WAN Solution Software Privilege Escalation Vulnerability
Medium
CVE-2020-3379
2020 Jul 15 1.0",Medium,CVE-2020-3379,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software Cross-Site Scripting Vulnerability
Medium
CVE-2020-3406
2020 Jul 15 1.0",Medium,CVE-2020-3406,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software XML External Entity Vulnerability
Medium
CVE-2020-3405
2020 Jul 15 1.0",Medium,CVE-2020-3405,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software Information Disclosure Vulnerability
Medium
CVE-2020-3437
2020 Jul 15 1.0",Medium,CVE-2020-3437,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software Path Traversal Vulnerability
Medium
CVE-2020-3401
2020 Jul 15 1.0",Medium,CVE-2020-3401,2020 Jul 15,1.0
"Cisco Vision Dynamic Signage Director SQL Injection Vulnerability
Medium
CVE-2020-3450
2020 Jul 15 1.0",Medium,CVE-2020-3450,2020 Jul 15,1.0
"Cisco SD-WAN vManage Software SQL Injection Vulnerability
Medium
CVE-2020-3378
2020 Jul 15 1.0",Medium,CVE-2020-3378,2020 Jul 15,1.0
